"","country","Region","year","population","life","gdp"
"34282","Slovak Republic","Europe & Central Asia","1922",3067472,44.8397333333333,3431
"34283","Slovenia","Europe & Central Asia","1922",1131761,38.3518933333333,3471
"34284","Solomon Islands","East Asia & Pacific","1922",75170,25.19788,588
"34285","Somalia","Sub-Saharan Africa","1922",1865310,29.80568,820
"34286","South Africa","Sub-Saharan Africa","1922",7155299,33.687,4854
"34287","Spain","Europe & Central Asia","1922",21308441,44.1924,3633
"34288","Sri Lanka","South Asia","1922",5281322,36.0957353481109,1725
"34289","Sudan","Sub-Saharan Africa","1922",4990580,31.57076,978
"34290","Suriname","America","1922",169910,32.96128,3521
"34291","Swaziland","Sub-Saharan Africa","1922",115176,32.5502,881
"34292","Sweden","Europe & Central Asia","1922",5870418,61.042,5195
"34293","Switzerland","Europe & Central Asia","1922",3865690,58.4944,11259
"34294","Syria","Middle East & North Africa","1922",2200281,31.22944,1678
"34295","Tajikistan","Europe & Central Asia","1922",1156226,21.08792,556
"34296","Tanzania","Sub-Saharan Africa","1922",4254103,32.47944,750
"34297","Thailand","East Asia & Pacific","1922",10024952,30.57524,1298
"34298","Timor-Leste","East Asia & Pacific","1922",411564,29.26828,662
"34299","Togo","Sub-Saharan Africa","1922",1067807,31.51728,1072
"34300","Tonga","East Asia & Pacific","1922",24671,28.26496,1015
"34301","Trinidad and Tobago","America","1922",387111,39.51476,2498
"34302","Tunisia","Middle East & North Africa","1922",2152882,29.03468,1257
"34303","Turkey","Europe & Central Asia","1922",14200404,33.15636,1377
"34304","Turkmenistan","Europe & Central Asia","1922",917936,19.18728,1045
"34305","Uganda","Sub-Saharan Africa","1922",2904119,25.455,744
"34306","Ukraine","Europe & Central Asia","1922",28213816,32.1992,845
"34307","United Arab Emirates","Middle East & North Africa","1922",54703,30.84344,2323
"34308","United Kingdom","Europe & Central Asia","1922",43825720,57.122,7732
"34309","United States","America","1922",108441644,58.0912,9135
"34310","Uruguay","America","1922",1377048,32.89132,7353
"34311","Uzbekistan","Europe & Central Asia","1922",5251813,23.84944,559
"34312","Vanuatu","East Asia & Pacific","1922",41806,24.60524,899
"34313","Venezuela","America","1922",3230455,32.29804,1801
"34314","West Bank and Gaza","Middle East & North Africa","1922",348418,32.32656,1242
"34315","Vietnam","East Asia & Pacific","1922",18182468,31.89624,1132
"34316","Zambia","Sub-Saharan Africa","1922",958388,32.96224,1159
"34317","Zimbabwe","Sub-Saharan Africa","1922",2200198,33.81928,1007
"34318","South Sudan","Sub-Saharan Africa","1922",2248071,27.16528,962
"34319","Afghanistan","South Asia","1923",5813814,27.25888,874
"34320","Albania","Europe & Central Asia","1923",963956,35.38512,1572
"34321","Algeria","Middle East & North Africa","1923",6063800,29.99804,2537
"34322","Angola","Sub-Saharan Africa","1923",3387663,27.62008,1366
"34323","Antigua and Barbuda","America","1923",30000,35.2452924137931,1814
"34324","Argentina","America","1923",8884894,51.61906,7622
"34325","Armenia","Europe & Central Asia","1923",1025070,39.52642,593
"34326","Aruba","America","1923",32539,36.0741724137931,1996
"34327","Australia","East Asia & Pacific","1923",5345428,61.7414,8549
"34328","Austria","Europe & Central Asia","1923",6459401,51.9226,5614
"34329","Azerbaijan","Europe & Central Asia","1923",2189291,34.7809,884
"34330","Bahamas","America","1923",53436,36.6635924137931,3876
"34331","Bahrain","Middle East & North Africa","1923",87364,30.393,2778
"34332","Bangladesh","South Asia","1923",32566951,24.2172,1122
"34333","Barbados","America","1923",158370,33.9973324137931,1991
"34334","Belarus","Europe & Central Asia","1923",5909582,43.4728,714
"34335","Belgium","Europe & Central Asia","1923",7554691,56.7718,8673
"34336","Belize","America","1923",44561,33.91054,1259
"34337","Benin","Sub-Saharan Africa","1923",1689073,31.2952,1009
"34338","Bhutan","South Asia","1923",151434,29.52818,776
"34339","Bolivia","America","1923",2333955,33.2781,2273
"34340","Bosnia and Herzegovina","Europe & Central Asia","1923",2036931,36.75734,1174
"34341","Botswana","Sub-Saharan Africa","1923",152437,33.96846,674
"34342","Brazil","America","1923",27660862,32.10586,1879
"34343","Brunei","East Asia & Pacific","1923",25463,37.6987553846154,2150
"34344","Bulgaria","Europe & Central Asia","1923",5085764,44.5778,1595
"34345","Burkina Faso","Sub-Saharan Africa","1923",3442161,29.5423,537
"34346","Burundi","Sub-Saharan Africa","1923",1823651,31.55202,471
"34347","Cambodia","East Asia & Pacific","1923",3326194,35.35028,1056
"34348","Cameroon","Sub-Saharan Africa","1923",2506103,29.11582,1083
"34349","Canada","America","1923",8764205,57.017,6611
"34350","Cape Verde","Sub-Saharan Africa","1923",135600,34.30922,810
"34351","Chad","Sub-Saharan Africa","1923",1484476,31.51614,775
"34352","Chile","America","1923",3760459,32.78656,4237
"34353","China","East Asia & Pacific","1923",462750597,31.840952,1026
"34354","Colombia","America","1923",6394596,32.31182,1948
"34355","Comoros","Sub-Saharan Africa","1923",122773,32.28498,788
"34356","Congo, Dem. Rep.","Sub-Saharan Africa","1923",9945931,31.91698,937
"34357","Congo, Rep.","Sub-Saharan Africa","1923",646890,32.5986,990
"34358","Costa Rica","America","1923",420818,37.45848,2241
"34359","Cote d'Ivoire","Sub-Saharan Africa","1923",2129255,31.64848,1451
"34360","Croatia","Europe & Central Asia","1923",2959916,38.43224,3439
"34361","Cuba","America","1923",3067116,38.370268,4479
"34362","Cyprus","Europe & Central Asia","1923",308148,48.19344,2825
"34363","Denmark","Europe & Central Asia","1923",3242599,61.2152,8327
"34364","Djibouti","Middle East & North Africa","1923",48984,30.4964,1438
"34365","Ecuador","America","1923",1869330,33.18254,1401
"34366","Egypt","Middle East & North Africa","1923",13103160,32.97126,1431
"34367","El Salvador","America","1923",1171634,28.90412,2350
"34368","Equatorial Guinea","Sub-Saharan Africa","1923",113669,30.23482,441
"34369","Eritrea","Sub-Saharan Africa","1923",767181,30.53426,708
"34370","Estonia","Europe & Central Asia","1923",835438,53.3310739939894,2497
"34371","Ethiopia","Sub-Saharan Africa","1923",11856154,29.81106,550
"34372","Fiji","East Asia & Pacific","1923",155276,26.32458,1385
"34373","Finland","Europe & Central Asia","1923",3140763,52.5104,3674
"34374","France","Europe & Central Asia","1923",39069937,54.6704,5434
"34375","Gabon","Sub-Saharan Africa","1923",369219,31.0518,451
"34376","Gambia","Sub-Saharan Africa","1923",217254,29.59056,906
"34377","Georgia","Europe & Central Asia","1923",2673184,35.87664,629
"34378","Germany","Europe & Central Asia","1923",62277173,56.228893437541,4500
"34379","Ghana","Sub-Saharan Africa","1923",2420362,28.35766,2001
"34380","Greece","Europe & Central Asia","1923",5640215,45.94106,4273
"34381","Greenland","Europe & Central Asia","1923",18711,35.4332187098018,1446
"34382","Grenada","America","1923",66462,38.79742,1489
"34383","Guatemala","America","1923",1723811,25.7899215384615,2138
"34384","Guinea","Sub-Saharan Africa","1923",2370207,31.3570537931033,560
"34385","Guinea-Bissau","Sub-Saharan Africa","1923",436906,32.02076,844
"34386","Guyana","America","1923",326874,36.3286911111111,2669
"34387","Haiti","America","1923",2144973,28.98776,1812
"34388","Honduras","America","1923",733457,34.2294,2376
"34389","Hong Kong, China","East Asia & Pacific","1923",637575,37.6221,2393
"34390","Hungary","Europe & Central Asia","1923",7956033,44.505968,3523
"34391","Iceland","Europe & Central Asia","1923",117013,57.6694,2927
"34392","India","South Asia","1923",267795301,25.72944,1229
"34393","Indonesia","East Asia & Pacific","1923",47287780,30.25872,1489
"34394","Iran","Middle East & North Africa","1923",11758739,25.81864,1894
"34395","Iraq","Middle East & North Africa","1923",3017350,31.49406,1970
"34396","Ireland","Europe & Central Asia","1923",3071970,56.8586,4389
"34397","Israel","Middle East & North Africa","1923",430747,31.9949,1049
"34398","Italy","Europe & Central Asia","1923",37422220,51.4464,5435
"34399","Jamaica","America","1923",854667,37.99046,1343
"34400","Japan","East Asia & Pacific","1923",55545937,43.232728,2623
"34401","Jordan","Middle East & North Africa","1923",351638,31.88774,1988
"34402","Kazakhstan","Europe & Central Asia","1923",5077760,32.06748,1455
"34403","Kenya","Sub-Saharan Africa","1923",2647683,25.56194,1420
"34404","Kiribati","East Asia & Pacific","1923",30111,24.89268,810
"34405","Kuwait","Middle East & North Africa","1923",108683,26.18258,2324
"34406","Latvia","Europe & Central Asia","1923",1482686,56.6935946733889,1999
"34407","Lebanon","Middle East & North Africa","1923",699479,29.85198,2934
"34408","Lesotho","Sub-Saharan Africa","1923",584540,33.23014,421
"34409","Liberia","Sub-Saharan Africa","1923",725339,31.65476,1036
"34410","Libya","Middle East & North Africa","1923",958280,33.67288,3723
"34411","Lithuania","Europe & Central Asia","1923",1954935,49.8212,3388
"34412","Luxembourg","Europe & Central Asia","1923",243705,54.7152,6455
"34413","Macao, China","East Asia & Pacific","1923",84533,37.2287,1783
"34414","Macedonia, FYR","Europe & Central Asia","1923",956669,37.6294714808639,1766
"34415","Madagascar","Sub-Saharan Africa","1923",3312615,30.85574,1099
"34416","Malawi","Sub-Saharan Africa","1923",1226438,30.3456,356
"34417","Malaysia","East Asia & Pacific","1923",3525501,30.67524,1924
"34418","Maldives","South Asia","1923",65262,33.23782,841
"34419","Mali","Sub-Saharan Africa","1923",3570023,26.79272,628
"34420","Malta","Europe & Central Asia","1923",257050,52.8064076923077,2014
"34421","Mauritania","Sub-Saharan Africa","1923",579393,32.3402,890
"34422","Mauritius","Sub-Saharan Africa","1923",375318,33.9612752865819,1680
"34423","Mexico","America","1923",15072751,33.59786,3143
"34424","Micronesia, Fed. Sts.","East Asia & Pacific","1923",27084,26.63796,677
"34425","Moldova","Europe & Central Asia","1923",1774278,34.45605,696
"34426","Mongolia","East Asia & Pacific","1923",731355,31.73622,718
"34427","Montenegro","Europe & Central Asia","1923",303030,37.82766,2718
"34428","Morocco","Middle East & North Africa","1923",5687271,33.38944,1084
"34429","Mozambique","Sub-Saharan Africa","1923",4862656,30.8615400000002,421
"34430","Myanmar","East Asia & Pacific","1923",13279350,30.74072,1368
"34431","Namibia","Sub-Saharan Africa","1923",232992,32.77992,2525
"34432","Nepal","South Asia","1923",6228667,33.15832,883
"34433","Netherlands","Europe & Central Asia","1923",6846453,62.066,8063
"34434","New Zealand","East Asia & Pacific","1923",1236395,57.7131487179488,8636
"34435","Nicaragua","America","1923",759914,25.6264536842105,2820
"34436","Niger","Sub-Saharan Africa","1923",2169089,31.22,755
"34437","Nigeria","Sub-Saharan Africa","1923",18664138,31.156,1621
"34438","Norway","Europe & Central Asia","1923",2634635,61.7992,5492
"34439","Oman","Middle East & North Africa","1923",444064,32.4914,1867
"34440","Pakistan","South Asia","1923",21317683,26.48308,1305
"34441","Panama","America","1923",479942,34.69692,2714
"34442","Papua New Guinea","East Asia & Pacific","1923",1411959,32.14734,800
"34443","Paraguay","America","1923",710007,35.69278,3029
"34444","Peru","America","1923",4741538,35.6247,3429
"34445","Philippines","East Asia & Pacific","1923",9410424,31.10808,2108
"34446","Poland","Europe & Central Asia","1923",24166006,47.3904086956521,3444
"34447","Portugal","Europe & Central Asia","1923",6057815,35.6138,2725
"34448","Puerto Rico","America","1923",1319067,39.117,2841
"34449","Qatar","Middle East & North Africa","1923",18514,30.88742,2534
"34450","Romania","Europe & Central Asia","1923",12320811,37.26964,2985
"34451","Russia","Europe & Central Asia","1923",77871987,33.5784,1826
"34452","Rwanda","Sub-Saharan Africa","1923",1803946,31.88388,504
"34453","Samoa","East Asia & Pacific","1923",36337,26.00138,2173
"34454","Sao Tome and Principe","Sub-Saharan Africa","1923",48309,31.13446,1075
"34455","Saudi Arabia","Middle East & North Africa","1923",2737469,32.75448,1048
"34456","Senegal","Sub-Saharan Africa","1923",2016303,25.39438,966
"34457","Serbia","Europe & Central Asia","1923",5159406,37.76522,3439
"34458","Seychelles","Sub-Saharan Africa","1923",24792,50.904145,1788
"34459","Sierra Leone","Sub-Saharan Africa","1923",1586990,25.85594,1157
"34460","Singapore","East Asia & Pacific","1923",395975,36.45162,3710
"34461","Slovak Republic","Europe & Central Asia","1923",3067472,45.4762666666667,3678
"34462","Slovenia","Europe & Central Asia","1923",1131761,39.22784,3602
"34463","Solomon Islands","East Asia & Pacific","1923",75170,25.24682,598
"34464","Somalia","Sub-Saharan Africa","1923",1865310,30.00852,826
"34465","South Africa","Sub-Saharan Africa","1923",7155299,33.7805,4866
"34466","Spain","Europe & Central Asia","1923",21308441,44.7236,3665
"34467","Sri Lanka","South Asia","1923",5281322,33.3149584088206,1683
"34468","Sudan","Sub-Saharan Africa","1923",4990580,31.65614,999
"34469","Suriname","America","1923",169910,32.99192,3579
"34470","Swaziland","Sub-Saharan Africa","1923",115176,32.6753,895
"34471","Sweden","Europe & Central Asia","1923",5870418,62.988,5372
"34472","Switzerland","Europe & Central Asia","1923",3865690,60.0316,11835
"34473","Syria","Middle East & North Africa","1923",2200281,31.29416,1682
"34474","Tajikistan","Europe & Central Asia","1923",1156226,29.92938,640
"34475","Tanzania","Sub-Saharan Africa","1923",4254103,32.61916,756
"34476","Thailand","East Asia & Pacific","1923",10024952,30.66286,1287
"34477","Timor-Leste","East Asia & Pacific","1923",411564,29.42792,663
"34478","Togo","Sub-Saharan Africa","1923",1067807,31.62592,1071
"34479","Tonga","East Asia & Pacific","1923",24671,28.29744,1027
"34480","Trinidad and Tobago","America","1923",387111,40.21714,2559
"34481","Tunisia","Middle East & North Africa","1923",2152882,29.15202,1274
"34482","Turkey","Europe & Central Asia","1923",14200404,35.23454,1308
"34483","Turkmenistan","Europe & Central Asia","1923",917936,27.96792,1205
"34484","Uganda","Sub-Saharan Africa","1923",2904119,25.2525,747
"34485","Ukraine","Europe & Central Asia","1923",28213816,41.0738,973
"34486","United Arab Emirates","Middle East & North Africa","1923",54703,30.91516,2308
"34487","United Kingdom","Europe & Central Asia","1923",43825720,59.388,7892
"34488","United States","America","1923",108441644,57.4868,10150
"34489","Uruguay","America","1923",1377048,32.88698,7478
"34490","Uzbekistan","Europe & Central Asia","1923",5251813,32.72616,602
"34491","Vanuatu","East Asia & Pacific","1923",41806,24.75786,910
"34492","Venezuela","America","1923",3230455,32.34706,2071
"34493","West Bank and Gaza","Middle East & North Africa","1923",348418,32.43984,1176
"34494","Vietnam","East Asia & Pacific","1923",18182468,31.84436,1124
"34495","Zambia","Sub-Saharan Africa","1923",958388,33.14336,1194
"34496","Zimbabwe","Sub-Saharan Africa","1923",2200198,33.87892,1008
"34497","South Sudan","Sub-Saharan Africa","1923",2248071,27.41542,986
"34498","Afghanistan","South Asia","1924",5813814,27.3513733333333,879
"34499","Albania","Europe & Central Asia","1924",963956,35.38016,1591
"34500","Algeria","Middle East & North Africa","1924",6063800,31.46672,2596
"34501","Angola","Sub-Saharan Africa","1924",3387663,27.83344,1408
"34502","Antigua and Barbuda","America","1924",30000,36.0909186206897,1860
"34503","Argentina","America","1924",8884894,52.09208,7892
"34504","Armenia","Europe & Central Asia","1924",1025070,41.91356,642
"34505","Aruba","America","1924",32539,36.9017586206897,2046
"34506","Australia","East Asia & Pacific","1924",5345428,62.5452,8913
"34507","Austria","Europe & Central Asia","1924",6459401,52.494,6230
"34508","Azerbaijan","Europe & Central Asia","1924",2189291,37.1962,1121
"34509","Bahamas","America","1924",53436,37.4343186206897,4020
"34510","Bahrain","Middle East & North Africa","1924",87364,30.424,2793
"34511","Bangladesh","South Asia","1924",32566951,24.3296,1167
"34512","Barbados","America","1924",158370,34.8976386206897,2022
"34513","Belarus","Europe & Central Asia","1924",5909582,45.9564,904
"34514","Belgium","Europe & Central Asia","1924",7554691,57.5124,9000
"34515","Belize","America","1924",44561,34.50572,1278
"34516","Benin","Sub-Saharan Africa","1924",1689073,31.3936,1017
"34517","Bhutan","South Asia","1924",151434,29.77124,779
"34518","Bolivia","America","1924",2333955,33.3708,2296
"34519","Bosnia and Herzegovina","Europe & Central Asia","1924",2036931,37.3097866666667,1230
"34520","Botswana","Sub-Saharan Africa","1924",152437,34.09128,679
"34521","Brazil","America","1924",27660862,32.14888,1853
"34522","Brunei","East Asia & Pacific","1924",25463,38.42152,2158
"34523","Bulgaria","Europe & Central Asia","1924",5085764,44.8037333333333,1521
"34524","Burkina Faso","Sub-Saharan Africa","1924",3442161,29.6564,537
"34525","Burundi","Sub-Saharan Africa","1924",1823651,31.56936,472
"34526","Cambodia","East Asia & Pacific","1924",3326194,35.46704,1058
"34527","Cameroon","Sub-Saharan Africa","1924",2506103,29.23776,1095
"34528","Canada","America","1924",8764205,58.826,6610
"34529","Cape Verde","Sub-Saharan Africa","1924",135600,34.47896,809
"34530","Chad","Sub-Saharan Africa","1924",1484476,31.72152,789
"34531","Chile","America","1924",3760459,33.90208,4488
"34532","China","East Asia & Pacific","1924",462750597,31.787936,1031
"34533","Colombia","America","1924",6394596,32.41576,1995
"34534","Comoros","Sub-Saharan Africa","1924",122773,32.34664,789
"34535","Congo, Dem. Rep.","Sub-Saharan Africa","1924",9945931,32.02264,955
"34536","Congo, Rep.","Sub-Saharan Africa","1924",646890,32.5648,1013
"34537","Costa Rica","America","1924",420818,38.24464,2510
"34538","Cote d'Ivoire","Sub-Saharan Africa","1924",2129255,31.81264,1470
"34539","Croatia","Europe & Central Asia","1924",2959916,39.2096533333333,3634
"34540","Cuba","America","1924",3067116,38.699664,4626
"34541","Cyprus","Europe & Central Asia","1924",308148,48.26992,2855
"34542","Denmark","Europe & Central Asia","1924",3242599,61.1836,8247
"34543","Djibouti","Middle East & North Africa","1924",48984,30.6952,1480
"34544","Ecuador","America","1924",1869330,33.27672,1448
"34545","Egypt","Middle East & North Africa","1924",13103160,32.96168,1503
"34546","El Salvador","America","1924",1171634,28.97216,2450
"34547","Equatorial Guinea","Sub-Saharan Africa","1924",113669,30.37976,442
"34548","Eritrea","Sub-Saharan Africa","1924",767181,30.64568,711
"34549","Estonia","Europe & Central Asia","1924",835438,54.1893442251961,2541
"34550","Ethiopia","Sub-Saharan Africa","1924",11856154,29.84808,551
"34551","Fiji","East Asia & Pacific","1924",155276,26.39944,1420
"34552","Finland","Europe & Central Asia","1924",3140763,50.2072,3738
"34553","France","Europe & Central Asia","1924",39069937,55.2972,6032
"34554","Gabon","Sub-Saharan Africa","1924",369219,31.2024,458
"34555","Gambia","Sub-Saharan Africa","1924",217254,29.85408,909
"34556","Georgia","Europe & Central Asia","1924",2673184,34.83552,706
"34557","Germany","Europe & Central Asia","1924",62277173,56.8342388691022,5270
"34558","Ghana","Sub-Saharan Africa","1924",2420362,28.47688,2147
"34559","Greece","Europe & Central Asia","1924",5640215,46.58808,4403
"34560","Greenland","Europe & Central Asia","1924",18711,36.2162017365068,1492
"34561","Grenada","America","1924",66462,39.52656,1496
"34562","Guatemala","America","1924",1723811,25.7796123076923,2287
"34563","Guinea","Sub-Saharan Africa","1924",2370207,31.5622786206895,562
"34564","Guinea-Bissau","Sub-Saharan Africa","1924",436906,32.02768,844
"34565","Guyana","America","1924",326874,37.1493066666667,2717
"34566","Haiti","America","1924",2144973,28.98368,1831
"34567","Honduras","America","1924",733457,34.3392,2162
"34568","Hong Kong, China","East Asia & Pacific","1924",637575,38.5294666666667,2422
"34569","Hungary","Europe & Central Asia","1924",7956033,45.322944,3666
"34570","Iceland","Europe & Central Asia","1924",117013,53.9992,3117
"34571","India","South Asia","1924",267795301,26.16832,1264
"34572","Indonesia","East Asia & Pacific","1924",47287780,30.34496,1548
"34573","Iran","Middle East & North Africa","1924",11758739,25.89152,1950
"34574","Iraq","Middle East & North Africa","1924",3017350,31.59208,2001
"34575","Ireland","Europe & Central Asia","1924",3071970,57.1181333333333,4391
"34576","Israel","Middle East & North Africa","1924",430747,31.9932,1316
"34577","Italy","Europe & Central Asia","1924",37422220,51.5052,5363
"34578","Jamaica","America","1924",854667,38.58728,1376
"34579","Japan","East Asia & Pacific","1924",55545937,43.843936,2648
"34580","Jordan","Middle East & North Africa","1924",351638,31.95032,2022
"34581","Kazakhstan","Europe & Central Asia","1924",5077760,34.56664,1845
"34582","Kenya","Sub-Saharan Africa","1924",2647683,25.37256,1432
"34583","Kiribati","East Asia & Pacific","1924",30111,24.89024,834
"34584","Kuwait","Middle East & North Africa","1924",108683,26.24344,2302
"34585","Latvia","Europe & Central Asia","1924",1482686,53.7056,2033
"34586","Lebanon","Middle East & North Africa","1924",699479,29.90264,3067
"34587","Lesotho","Sub-Saharan Africa","1924",584540,33.37352,421
"34588","Liberia","Sub-Saharan Africa","1924",725339,31.83968,1033
"34589","Libya","Middle East & North Africa","1924",958280,33.86384,3769
"34590","Lithuania","Europe & Central Asia","1924",1954935,50.1816,3449
"34591","Luxembourg","Europe & Central Asia","1924",243705,56.8032,6716
"34592","Macao, China","East Asia & Pacific","1924",84533,38.0716,1833
"34593","Macedonia, FYR","Europe & Central Asia","1924",956669,38.1392953078186,1867
"34594","Madagascar","Sub-Saharan Africa","1924",3312615,30.97432,1122
"34595","Malawi","Sub-Saharan Africa","1924",1226438,30.3608,356
"34596","Malaysia","East Asia & Pacific","1924",3525501,30.70032,1844
"34597","Maldives","South Asia","1924",65262,33.43476,843
"34598","Mali","Sub-Saharan Africa","1924",3570023,26.92096,628
"34599","Malta","Europe & Central Asia","1924",257050,53.2788,2033
"34600","Mauritania","Sub-Saharan Africa","1924",579393,32.4536,900
"34601","Mauritius","Sub-Saharan Africa","1924",375318,34.767236398976,1705
"34602","Mexico","America","1924",15072751,32.93048,3046
"34603","Micronesia, Fed. Sts.","East Asia & Pacific","1924",27084,26.61728,691
"34604","Moldova","Europe & Central Asia","1924",1774278,34.8930666666667,880
"34605","Mongolia","East Asia & Pacific","1924",731355,31.71496,723
"34606","Montenegro","Europe & Central Asia","1924",303030,38.63688,2878
"34607","Morocco","Middle East & North Africa","1924",5687271,33.48592,1112
"34608","Mozambique","Sub-Saharan Africa","1924",4862656,31.0565866666668,422
"34609","Myanmar","East Asia & Pacific","1924",13279350,30.72096,1416
"34610","Namibia","Sub-Saharan Africa","1924",232992,32.90656,2564
"34611","Nepal","South Asia","1924",6228667,33.27776,881
"34612","Netherlands","Europe & Central Asia","1924",6846453,62.978,8455
"34613","New Zealand","East Asia & Pacific","1924",1236395,58.1628307692309,8638
"34614","Nicaragua","America","1924",759914,26.2294905263158,2941
"34615","Niger","Sub-Saharan Africa","1924",2169089,31.36,762
"34616","Nigeria","Sub-Saharan Africa","1924",18664138,31.408,1653
"34617","Norway","Europe & Central Asia","1924",2634635,62.1056,5466
"34618","Oman","Middle East & North Africa","1924",444064,32.5552,1900
"34619","Pakistan","South Asia","1924",21317683,26.79744,1356
"34620","Panama","America","1924",479942,34.96256,2745
"34621","Papua New Guinea","East Asia & Pacific","1924",1411959,32.36312,806
"34622","Paraguay","America","1924",710007,35.75704,3064
"34623","Peru","America","1924",4741538,35.5996,3656
"34624","Philippines","East Asia & Pacific","1924",9410424,31.17744,2260
"34625","Poland","Europe & Central Asia","1924",24166006,47.6951826086956,3502
"34626","Portugal","Europe & Central Asia","1924",6057815,35.6184,2592
"34627","Puerto Rico","America","1924",1319067,39.336,2904
"34628","Qatar","Middle East & North Africa","1924",18514,30.91656,2512
"34629","Romania","Europe & Central Asia","1924",12320811,37.7928533333333,2971
"34630","Russia","Europe & Central Asia","1924",77871987,36.0712,2315
"34631","Rwanda","Sub-Saharan Africa","1924",1803946,26.11184,505
"34632","Samoa","East Asia & Pacific","1924",36337,26.20184,2199
"34633","Sao Tome and Principe","Sub-Saharan Africa","1924",48309,31.17928,1080
"34634","Saudi Arabia","Middle East & North Africa","1924",2737469,32.97264,1052
"34635","Senegal","Sub-Saharan Africa","1924",2016303,25.28584,988
"34636","Serbia","Europe & Central Asia","1924",5159406,38.5202933333333,3624
"34637","Seychelles","Sub-Saharan Africa","1924",24792,51.16511,1855
"34638","Sierra Leone","Sub-Saharan Africa","1924",1586990,26.10792,1153
"34639","Singapore","East Asia & Pacific","1924",395975,37.2688266666667,3650
"34640","Slovak Republic","Europe & Central Asia","1924",3067472,46.1128,4024
"34641","Slovenia","Europe & Central Asia","1924",1131761,40.1037866666667,3807
"34642","Solomon Islands","East Asia & Pacific","1924",75170,25.29576,608
"34643","Somalia","Sub-Saharan Africa","1924",1865310,30.21136,832
"34644","South Africa","Sub-Saharan Africa","1924",7155299,33.874,4878
"34645","Spain","Europe & Central Asia","1924",21308441,46.2648,3754
"34646","Sri Lanka","South Asia","1924",5281322,37.9762862583289,1771
"34647","Sudan","Sub-Saharan Africa","1924",4990580,31.74152,1021
"34648","Suriname","America","1924",169910,33.02256,3637
"34649","Swaziland","Sub-Saharan Africa","1924",115176,32.8004,910
"34650","Sweden","Europe & Central Asia","1924",5870418,61.984,5749
"34651","Switzerland","Europe & Central Asia","1924",3865690,59.4788,12187
"34652","Syria","Middle East & North Africa","1924",2200281,31.35888,1686
"34653","Tajikistan","Europe & Central Asia","1924",1156226,32.37084,809
"34654","Tanzania","Sub-Saharan Africa","1924",4254103,32.75888,763
"34655","Thailand","East Asia & Pacific","1924",10024952,30.75048,1276
"34656","Timor-Leste","East Asia & Pacific","1924",411564,29.58756,664
"34657","Togo","Sub-Saharan Africa","1924",1067807,31.73456,1069
"34658","Tonga","East Asia & Pacific","1924",24671,28.32992,1038
"34659","Trinidad and Tobago","America","1924",387111,40.91952,2622
"34660","Tunisia","Middle East & North Africa","1924",2152882,29.51136,1291
"34661","Turkey","Europe & Central Asia","1924",14200404,35.31272,1557
"34662","Turkmenistan","Europe & Central Asia","1924",917936,30.34856,1529
"34663","Uganda","Sub-Saharan Africa","1924",2904119,25.05,750
"34664","Ukraine","Europe & Central Asia","1924",28213816,43.5484,1234
"34665","United Arab Emirates","Middle East & North Africa","1924",54703,30.98688,2293
"34666","United Kingdom","Europe & Central Asia","1924",43825720,58.154,8176
"34667","United States","America","1924",108441644,58.4824,10249
"34668","Uruguay","America","1924",1377048,32.88264,7915
"34669","Uzbekistan","Europe & Central Asia","1924",5251813,35.20288,648
"34670","Vanuatu","East Asia & Pacific","1924",41806,24.91048,923
"34671","Venezuela","America","1924",3230455,32.39608,2468
"34672","West Bank and Gaza","Middle East & North Africa","1924",348418,32.55312,1290
"34673","Vietnam","East Asia & Pacific","1924",18182468,31.79248,1117
"34674","Zambia","Sub-Saharan Africa","1924",958388,33.32448,1229
"34675","Zimbabwe","Sub-Saharan Africa","1924",2200198,33.93856,1009
"34676","South Sudan","Sub-Saharan Africa","1924",2248071,27.66556,1011
"34677","Afghanistan","South Asia","1925",5813814,27.4438666666666,885
"34678","Albania","Europe & Central Asia","1925",963956,35.3752,1610
"34679","Algeria","Middle East & North Africa","1925",6063800,32.2634,2654
"34680","Angola","Sub-Saharan Africa","1925",3387663,28.0468,1452
"34681","Antigua and Barbuda","America","1925",30000,36.9365448275862,1907
"34682","Argentina","America","1925",8884894,52.5651,7531
"34683","Armenia","Europe & Central Asia","1925",1025070,40.9007,696
"34684","Aruba","America","1925",32539,37.7293448275862,2098
"34685","Australia","East Asia & Pacific","1925",5345428,63.239,9129
"34686","Austria","Europe & Central Asia","1925",6459401,53.0654,6615
"34687","Azerbaijan","Europe & Central Asia","1925",2189291,36.2115,1402
"34688","Bahamas","America","1925",53436,38.2050448275862,4169
"34689","Bahrain","Middle East & North Africa","1925",87364,30.455,2808
"34690","Bangladesh","South Asia","1925",32566951,24.442,1171
"34691","Barbados","America","1925",158370,35.7979448275862,2053
"34692","Belarus","Europe & Central Asia","1925",5909582,45.04,1129
"34693","Belgium","Europe & Central Asia","1925",7554691,57.163,8956
"34694","Belize","America","1925",44561,35.1009,1297
"34695","Benin","Sub-Saharan Africa","1925",1689073,31.492,1025
"34696","Bhutan","South Asia","1925",151434,30.0143,782
"34697","Bolivia","America","1925",2333955,33.4635,2319
"34698","Bosnia and Herzegovina","Europe & Central Asia","1925",2036931,37.8622333333333,1261
"34699","Botswana","Sub-Saharan Africa","1925",152437,34.2141,684
